country;year;population;continent;life_expectancy;gdp_per_capita;color;fertility
Angola;1987;7874230.0;Africa;39.906;2430.208311;b;7.2
Angola;1992;8735988.0;Africa;40.647;2627.8456850000002;b;7.12
Angola;1997;9875024.0;Africa;40.963;2277.140884;b;6.95
Angola;2002;10866106.0;Africa;41.003;2773.287312;b;6.78
Angola;2007;12420476.0;Africa;42.731;4797.231267;b;6.52
Benin;1952;1738315.0;Africa;38.223;1062.7522;b;5.83
Benin;1957;1925173.0;Africa;40.358000000000004;959.6010805;b;6.11
Benin;1962;2151895.0;Africa;42.618;949.4990641;b;6.39
Benin;1967;2427334.0;Africa;44.885;1035.831411;b;6.63
Benin;1972;2761407.0;Africa;47.013999999999996;1085.796879;b;6.82
Benin;1977;3168267.0;Africa;49.19;1029.161251;b;6.98
Benin;1982;3641603.0;Africa;50.903999999999996;1277.897616;b;7.02
Benin;1987;4243788.0;Africa;52.336999999999996;1225.85601;b;6.9
Benin;1992;4981671.0;Africa;53.919;1191.207681;b;6.6
Benin;1997;6066080.0;Africa;54.777;1232.975292;b;6.21
Benin;2002;7026113.0;Africa;54.406000000000006;1372.877931;b;5.82
Benin;2007;8078314.0;Africa;56.728;1441.284873;b;5.37
Botswana;1952;442308.0;Africa;47.622;851.2411407;b;6.49
Botswana;1957;474639.0;Africa;49.618;918.2325348999999;b;6.57
Botswana;1962;512764.0;Africa;51.52;983.6539764;b;6.65
Botswana;1967;553541.0;Africa;53.298;1214.709294;b;6.7
Botswana;1972;619351.0;Africa;56.023999999999994;2263.6111140000003;b;6.58
Botswana;1977;781472.0;Africa;59.318999999999996;3214.857818;b;6.4
Botswana;1982;970347.0;Africa;61.483999999999995;4551.14215;b;6.01
Botswana;1987;1151184.0;Africa;63.622;6205.88385;b;5.21
Botswana;1992;1342614.0;Africa;62.745;7954.111645;b;4.39
Botswana;1997;1536536.0;Africa;52.556000000000004;8647.142313;b;3.75
Botswana;2002;1630347.0;Africa;46.63399999999999;11003.60508;b;3.23
Botswana;2007;1639131.0;Africa;50.728;12569.851770000001;b;2.91
Burkina Faso;1952;4469979.0;Africa;31.975;543.2552413;b;6.09
Burkina Faso;1957;4713416.0;Africa;34.906;617.1834647999999;b;6.23
Burkina Faso;1962;4919632.0;Africa;37.814;722.5120206;b;6.34
Burkina Faso;1967;5127935.0;Africa;40.696999999999996;794.8265597;b;6.53
Burkina Faso;1972;5433886.0;Africa;43.591;854.7359763000001;b;6.7
Burkina Faso;1977;5889574.0;Africa;46.137;743.3870368;b;6.98
Burkina Faso;1982;6634596.0;Africa;48.122;807.1985855;b;7.17
Burkina Faso;1987;7586551.0;Africa;49.556999999999995;912.0631417000001;b;7.09
Burkina Faso;1992;8878303.0;Africa;50.26;931.7527731;b;6.95
Burkina Faso;1997;10352843.0;Africa;50.324;946.2949617999999;b;6.75
Burkina Faso;2002;12251209.0;Africa;50.65;1037.645221;b;6.47
Burkina Faso;2007;14326203.0;Africa;52.295;1217.032994;b;6.12
Burundi;1952;2445618.0;Africa;39.031;339.29645869999996;b;6.8
Burundi;1957;2667518.0;Africa;40.533;379.56462810000005;b;6.85
Burundi;1962;2961915.0;Africa;42.045;355.2032273;b;7.05
Burundi;1967;3330989.0;Africa;43.548;412.97751360000007;b;7.25
Burundi;1972;3529983.0;Africa;44.056999999999995;464.0995039;b;7.35
Burundi;1977;3834415.0;Africa;45.91;556.1032651;b;7.45
Burundi;1982;4580410.0;Africa;47.471000000000004;559.6032309999999;b;7.45
Burundi;1987;5126023.0;Africa;48.211000000000006;621.8188188999999;b;7.57
Burundi;1992;5809236.0;Africa;44.736000000000004;631.6998778;b;7.47
Burundi;1997;6121610.0;Africa;45.326;463.1151478;b;7.22
Burundi;2002;7021078.0;Africa;47.36;446.4035126;b;6.94
Burundi;2007;8390505.0;Africa;49.58;430.07069160000003;b;6.57
Cameroon;1952;5009067.0;Africa;38.523;1172.667655;b;5.49
Cameroon;1957;5359923.0;Africa;40.428000000000004;1313.048099;b;5.51
Cameroon;1962;5793633.0;Africa;42.643;1399.607441;b;5.77
Cameroon;1967;6335506.0;Africa;44.799;1508.453148;b;6.06
Cameroon;1972;7021028.0;Africa;47.049;1684.1465280000002;b;6.29
Cameroon;1977;7959865.0;Africa;49.355;1783.432873;b;6.47
Cameroon;1982;9250831.0;Africa;52.961000000000006;2367.983282;b;6.68
Cameroon;1987;10780667.0;Africa;54.985;2602.664206;b;6.63
Cameroon;1992;12467171.0;Africa;54.31399999999999;1793.1632780000002;b;6.26
Cameroon;1997;14195809.0;Africa;52.199;1694.337469;b;5.82
Cameroon;2002;15929988.0;Africa;49.856;1934.0114489999999;b;5.52
Cameroon;2007;17696293.0;Africa;50.43;2042.0952399999999;b;5.24
Central African Republic;1952;1291695.0;Africa;35.463;1071.310713;b;5.49
Central African Republic;1957;1392284.0;Africa;37.464;1190.844328;b;5.73
Central African Republic;1962;1523478.0;Africa;39.475;1193.068753;b;5.89
Central African Republic;1967;1733638.0;Africa;41.478;1136.056615;b;5.95
Central African Republic;1972;1927260.0;Africa;43.457;1070.013275;b;5.95
Central African Republic;1977;2167533.0;Africa;46.775;1109.374338;b;5.95
Central African Republic;1982;2476971.0;Africa;48.295;956.7529906999999;b;5.96
Central African Republic;1987;2840009.0;Africa;50.485;844.8763504000001;b;5.9
Central African Republic;1992;3265124.0;Africa;49.396;747.9055252;b;5.69
Central African Republic;1997;3696513.0;Africa;46.066;740.5063317;b;5.55
Central African Republic;2002;4048013.0;Africa;43.308;738.6906068;b;5.33
Central African Republic;2007;4369038.0;Africa;44.74100000000001;706.016537;b;4.9
Chad;1952;2682462.0;Africa;38.092;1178.665927;b;6.09
Chad;1957;2894855.0;Africa;39.881;1308.495577;b;6.19
Chad;1962;3150417.0;Africa;41.716;1389.817618;b;6.29
Chad;1967;3495967.0;Africa;43.601000000000006;1196.810565;b;6.39
Chad;1972;3899068.0;Africa;45.568999999999996;1104.103987;b;6.64
Chad;1977;4388260.0;Africa;47.383;1133.98495;b;6.86
Chad;1982;4875118.0;Africa;49.516999999999996;797.9081006;b;7.02
Chad;1987;5498955.0;Africa;51.051;952.3861289999999;b;7.2
Chad;1992;6429417.0;Africa;51.724;1058.0643;b;7.38
Chad;1997;7562011.0;Africa;51.573;1004.9613529999999;b;7.42
Chad;2002;8835739.0;Africa;50.525;1156.18186;b;7.27
Chad;2007;10238807.0;Africa;50.651;1704.0637239999999;b;6.9
Comoros;1952;153936.0;Africa;40.715;1102.990936;b;5.93
Comoros;1957;170928.0;Africa;42.46;1211.1485480000001;b;6.56
Comoros;1962;191689.0;Africa;44.467;1406.648278;b;6.9
Comoros;1967;217378.0;Africa;46.472;1876.029643;b;7.04
Comoros;1972;250027.0;Africa;48.943999999999996;1937.577675;b;7.06
Comoros;1977;304739.0;Africa;50.93899999999999;1172.603047;b;7.08
Comoros;1982;348643.0;Africa;52.933;1267.100083;b;7.03
Comoros;1987;395114.0;Africa;54.926;1315.980812;b;6.14
Comoros;1992;454429.0;Africa;57.93899999999999;1246.90737;b;5.36
Comoros;1997;527982.0;Africa;60.66;1173.618235;b;5.27
Comoros;2002;614382.0;Africa;62.974;1075.811558;b;5.3
Comoros;2007;710960.0;Africa;65.152;986.1478792000001;b;5.11
Congo, Dem. Rep.;1952;14100005.0;Africa;39.143;780.5423257;b;5.98
Congo, Dem. Rep.;1957;15577932.0;Africa;40.652;905.8602302999999;b;5.98
Congo, Dem. Rep.;1962;17486434.0;Africa;42.122;896.3146335000001;b;6.03
Congo, Dem. Rep.;1967;19941073.0;Africa;44.056000000000004;861.5932424;b;6.14
Congo, Dem. Rep.;1972;23007669.0;Africa;45.989;904.8960685000001;b;6.27
Congo, Dem. Rep.;1977;26480870.0;Africa;47.803999999999995;795.757282;b;6.44
Congo, Dem. Rep.;1982;30646495.0;Africa;47.784;673.7478181;b;6.69
Congo, Dem. Rep.;1987;35481645.0;Africa;47.412;672.774812;b;6.96
Congo, Dem. Rep.;1992;41672143.0;Africa;45.548;457.7191807;b;7.22
Congo, Dem. Rep.;1997;47798986.0;Africa;42.586999999999996;312.188423;b;7.23
Congo, Dem. Rep.;2002;55379852.0;Africa;44.966;241.16587650000002;b;6.96
Congo, Dem. Rep.;2007;64606759.0;Africa;46.461999999999996;277.55185869999997;b;6.55
Congo, Rep.;1952;854885.0;Africa;42.111000000000004;2125.621418;b;5.68
Congo, Rep.;1957;940458.0;Africa;45.053000000000004;2315.056572;b;5.77
Congo, Rep.;1962;1047924.0;Africa;48.435;2464.783157;b;5.97
Congo, Rep.;1967;1179760.0;Africa;52.04;2677.9396420000003;b;6.17
Congo, Rep.;1972;1340458.0;Africa;54.907;3213.152683;b;6.3
Congo, Rep.;1977;1536769.0;Africa;55.625;3259.178978;b;6.3
Congo, Rep.;1982;1774735.0;Africa;56.695;4879.507522;b;6.04
Congo, Rep.;1987;2064095.0;Africa;57.47;4201.194936999999;b;5.59
Congo, Rep.;1992;2409073.0;Africa;56.433;4016.239529;b;5.24
Congo, Rep.;1997;2800947.0;Africa;52.961999999999996;3484.1643759999997;b;5.14
Congo, Rep.;2002;3328795.0;Africa;52.97;3484.06197;b;5.13
Congo, Rep.;2007;3800610.0;Africa;55.321999999999996;3632.557798;b;5.11
Cote d'Ivoire;1952;2977019.0;Africa;40.477;1388.594732;b;6.74
Cote d'Ivoire;1957;3300000.0;Africa;42.468999999999994;1500.895925;b;7.12
Cote d'Ivoire;1962;3832408.0;Africa;44.93;1728.8694280000002;b;7.5
Cote d'Ivoire;1967;4744870.0;Africa;47.35;2052.0504730000002;b;7.81
Cote d'Ivoire;1972;6071696.0;Africa;49.801;2378.201111;b;7.94
Cote d'Ivoire;1977;7459574.0;Africa;52.373999999999995;2517.736547;b;7.84
Cote d'Ivoire;1982;9025951.0;Africa;53.983000000000004;2602.710169;b;7.38
Cote d'Ivoire;1987;10761098.0;Africa;54.655;2156.9560690000003;b;6.75
Cote d'Ivoire;1992;12772596.0;Africa;52.044;1648.073791;b;6.11
Cote d'Ivoire;1997;14625967.0;Africa;47.99100000000001;1786.265407;b;5.63
Cote d'Ivoire;2002;16252726.0;Africa;46.832;1648.800823;b;5.21
Cote d'Ivoire;2007;18013409.0;Africa;48.328;1544.750112;b;4.93
Djibouti;1952;63149.0;Africa;34.812;2669.529475;b;6.31
Djibouti;1957;71851.0;Africa;37.328;2864.9690760000003;b;6.38
Djibouti;1962;89898.0;Africa;39.693000000000005;3020.989263;b;6.53
Djibouti;1967;127617.0;Africa;42.074;3020.0505129999997;b;6.7
Djibouti;1972;178848.0;Africa;44.36600000000001;3694.2123520000005;b;6.84
Djibouti;1977;228694.0;Africa;46.519;3081.7610219999997;b;6.67
Djibouti;1982;305991.0;Africa;48.812;2879.4680670000002;b;6.32
Djibouti;1987;311025.0;Africa;50.04;2880.102568;b;6.19
Djibouti;1992;384156.0;Africa;51.604;2377.1561920000004;b;5.88
Djibouti;1997;417908.0;Africa;53.157;1895.016984;b;4.95
Djibouti;2002;447416.0;Africa;53.373000000000005;1908.2608670000002;b;4.25
Djibouti;2007;496374.0;Africa;54.791000000000004;2082.4815670000003;b;3.83
Egypt;1952;22223309.0;Africa;41.893;1418.822445;b;6.62
Egypt;1957;25009741.0;Africa;44.443999999999996;1458.915272;b;6.66
Egypt;1962;28173309.0;Africa;46.992;1693.335853;b;6.57
Egypt;1967;31681188.0;Africa;49.293;1814.880728;b;6.24
Egypt;1972;34807417.0;Africa;51.137;2024.0081469999998;b;5.76
Egypt;1977;38783863.0;Africa;53.318999999999996;2785.493582;b;5.51
Egypt;1982;45681811.0;Africa;56.006;3503.729636;b;5.25
Egypt;1987;52799062.0;Africa;59.797;3885.4607100000003;b;4.83
Egypt;1992;59402198.0;Africa;63.674;3794.755195;b;4.02
Egypt;1997;66134291.0;Africa;67.217;4173.181797;b;3.51
Egypt;2002;73312559.0;Africa;69.806;4754.604414;b;3.18
Egypt;2007;80264543.0;Africa;71.33800000000001;5581.180998;b;2.99
Equatorial Guinea;1952;216964.0;Africa;34.482;375.6431231;b;5.5
Equatorial Guinea;1957;232922.0;Africa;35.983000000000004;426.0964081;b;5.5
Equatorial Guinea;1962;249220.0;Africa;37.485;582.8419713999999;b;5.53
Equatorial Guinea;1967;259864.0;Africa;38.986999999999995;915.5960025;b;5.64
Equatorial Guinea;1972;277603.0;Africa;40.516;672.4122571;b;5.68
Equatorial Guinea;1977;192675.0;Africa;42.023999999999994;958.5668124;b;5.68
Equatorial Guinea;1982;285483.0;Africa;43.662;927.8253427000001;b;5.78
Equatorial Guinea;1987;341244.0;Africa;45.663999999999994;966.8968149;b;5.88
Equatorial Guinea;1992;387838.0;Africa;47.545;1132.055034;b;5.9
Equatorial Guinea;1997;439971.0;Africa;48.245;2814.480755;b;5.87
Equatorial Guinea;2002;495627.0;Africa;49.348;7703.4959;b;5.68
Equatorial Guinea;2007;551201.0;Africa;51.57899999999999;12154.08975;b;5.39
Eritrea;1952;1438760.0;Africa;35.928000000000004;328.94055710000004;b;6.96
Eritrea;1957;1542611.0;Africa;38.047;344.16188589999996;b;6.97
Eritrea;1962;1666618.0;Africa;40.158;380.99584330000005;b;6.84
Eritrea;1967;1820319.0;Africa;42.18899999999999;468.7949699;b;6.71
Eritrea;1972;2260187.0;Africa;44.141999999999996;514.3242081999999;b;6.63
Eritrea;1977;2512642.0;Africa;44.535;505.7538077;b;6.62
Eritrea;1982;2637297.0;Africa;43.89;524.8758493;b;6.62
Eritrea;1987;2915959.0;Africa;46.453;521.1341333;b;6.54
Eritrea;1992;3668440.0;Africa;49.99100000000001;582.8585102000001;b;6.44
Eritrea;1997;4058319.0;Africa;53.378;913.4707900000001;b;6.16
Eritrea;2002;4414865.0;Africa;55.24;765.3500015;b;5.77
Eritrea;2007;4906585.0;Africa;58.04;641.3695236000001;b;5.27
Ethiopia;1952;20860941.0;Africa;34.078;362.1462796;b;7.2
Ethiopia;1957;22815614.0;Africa;36.667;378.90416319999997;b;6.92
Ethiopia;1962;25145372.0;Africa;40.059;419.4564161;b;6.88
Ethiopia;1967;27860297.0;Africa;42.115;516.1186438;b;6.88
Ethiopia;1972;30770372.0;Africa;43.515;566.2439442000001;b;7.06
Ethiopia;1977;34617799.0;Africa;44.51;556.8083834;b;7.2
Ethiopia;1982;38111756.0;Africa;44.916000000000004;577.8607471;b;7.4
Ethiopia;1987;42999530.0;Africa;46.684;573.7413142000001;b;7.39
Ethiopia;1992;52088559.0;Africa;48.091;421.3534653;b;7.14
Ethiopia;1997;59861301.0;Africa;49.402;515.8894013;b;6.86
Ethiopia;2002;67946797.0;Africa;50.725;530.0535319;b;6.22
Ethiopia;2007;76511887.0;Africa;52.946999999999996;690.8055759;b;5.35
Gabon;1952;420702.0;Africa;37.003;4293.476475;b;3.97
Gabon;1957;434904.0;Africa;38.999;4976.198099;b;4.17
Gabon;1962;455661.0;Africa;40.489000000000004;6631.4592219999995;b;4.54
Gabon;1967;489004.0;Africa;44.598;8358.761987;b;4.9
Gabon;1972;537977.0;Africa;48.69;11401.948409999999;b;5.21
Gabon;1977;706367.0;Africa;52.79;21745.57328;b;5.54
Gabon;1982;753874.0;Africa;56.56399999999999;15113.36194;b;5.72
Gabon;1987;880397.0;Africa;60.19;11864.408440000001;b;5.61
Gabon;1992;985739.0;Africa;61.36600000000001;13522.157519999999;b;5.26
Gabon;1997;1126189.0;Africa;60.461000000000006;14722.841880000002;b;4.81
Gabon;2002;1299304.0;Africa;56.761;12521.71392;b;4.49
Gabon;2007;1454867.0;Africa;56.735;13206.48452;b;4.3
Gambia;1952;284320.0;Africa;30.0;485.2306591;b;5.27
Gambia;1957;323150.0;Africa;32.065;520.9267111;b;5.44
Gambia;1962;374020.0;Africa;33.896;599.650276;b;5.67
Gambia;1967;439593.0;Africa;35.857;734.7829124;b;5.94
Gambia;1972;517101.0;Africa;38.308;756.0868363;b;6.19
Gambia;1977;608274.0;Africa;41.842;884.7552507000001;b;6.33
Gambia;1982;715523.0;Africa;45.58;835.8096107999999;b;6.3
Gambia;1987;848406.0;Africa;49.265;611.6588611000001;b;6.16
Gambia;1992;1025384.0;Africa;52.644;665.6244126;b;6.08
Gambia;1997;1235767.0;Africa;55.861000000000004;653.7301704;b;6.0
Gambia;2002;1457766.0;Africa;58.041000000000004;660.5855997;b;5.87
Gambia;2007;1688359.0;Africa;59.448;752.7497265;b;5.8
Ghana;1952;5581001.0;Africa;43.148999999999994;911.2989371;b;6.42
Ghana;1957;6391288.0;Africa;44.778999999999996;1043.5615369999998;b;6.62
Ghana;1962;7355248.0;Africa;46.452;1190.0411179999999;b;6.83
Ghana;1967;8490213.0;Africa;48.071999999999996;1125.69716;b;6.95
Ghana;1972;9354120.0;Africa;49.875;1178.223708;b;6.92
Ghana;1977;10538093.0;Africa;51.756;993.2239571;b;6.72
Ghana;1982;11400338.0;Africa;53.744;876.032569;b;6.39
Ghana;1987;14168101.0;Africa;55.729;847.0061135;b;5.94
Ghana;1992;16278738.0;Africa;57.501000000000005;925.0601539999999;b;5.39
Ghana;1997;18418288.0;Africa;58.556000000000004;1005.2458119999999;b;4.87
Ghana;2002;20550751.0;Africa;58.453;1111.9845779999998;b;4.57
Ghana;2007;22873338.0;Africa;60.022;1327.60891;b;4.26
Guinea;1952;2664249.0;Africa;33.609;510.19649230000005;b;5.99
Guinea;1957;2876726.0;Africa;34.558;576.2670245;b;6.06
Guinea;1962;3140003.0;Africa;35.753;686.3736739;b;6.12
Guinea;1967;3451418.0;Africa;37.196999999999996;708.7595409;b;6.15
Guinea;1972;3811387.0;Africa;38.842;741.6662307;b;6.25
Guinea;1977;4227026.0;Africa;40.762;874.6858642999999;b;6.43
Guinea;1982;4710497.0;Africa;42.891000000000005;857.2503577;b;6.59
Guinea;1987;5650262.0;Africa;45.552;805.5724717999999;b;6.64
Guinea;1992;6990574.0;Africa;48.576;794.3484384;b;6.49
Guinea;1997;8048834.0;Africa;51.455;869.4497667999999;b;6.16
Guinea;2002;8807818.0;Africa;53.676;945.5835837000001;b;5.79
Guinea;2007;9947814.0;Africa;56.007;942.6542111;b;5.42
Guinea-Bissau;1952;580653.0;Africa;32.5;299.850319;b;7.59
Guinea-Bissau;1957;601095.0;Africa;33.489000000000004;431.7904566000001;b;5.99
Guinea-Bissau;1962;627820.0;Africa;34.488;522.0343725;b;5.67
Guinea-Bissau;1967;601287.0;Africa;35.492;715.5806402000001;b;5.09
Guinea-Bissau;1972;625361.0;Africa;36.486;820.2245876000001;b;6.81
Guinea-Bissau;1977;745228.0;Africa;37.465;764.7259627999999;b;6.46
Guinea-Bissau;1982;825987.0;Africa;39.327;838.1239671;b;6.54
Guinea-Bissau;1987;927524.0;Africa;41.245;736.4153921;b;6.73
Guinea-Bissau;1992;1050938.0;Africa;43.266000000000005;745.5398706;b;6.55
Guinea-Bissau;1997;1193708.0;Africa;44.873000000000005;796.6644681;b;6.12
Guinea-Bissau;2002;1332459.0;Africa;45.504;575.7047176;b;5.69
Guinea-Bissau;2007;1472041.0;Africa;46.388000000000005;579.2317429999999;b;5.32
Kenya;1952;6464046.0;Africa;42.27;853.5409189999999;b;7.45
Kenya;1957;7454779.0;Africa;44.68600000000001;944.4383152;b;7.76
Kenya;1962;8678557.0;Africa;47.949;896.9663732;b;8.04
Kenya;1967;10191512.0;Africa;50.653999999999996;1056.736457;b;8.13
Kenya;1972;12044785.0;Africa;53.559;1222.359968;b;8.01
Kenya;1977;14500404.0;Africa;56.155;1267.613204;b;7.7
Kenya;1982;17661452.0;Africa;58.766000000000005;1348.225791;b;7.27
Kenya;1987;21198082.0;Africa;59.339;1361.936856;b;6.6
Kenya;1992;25020539.0;Africa;59.285;1341.9217210000002;b;5.67
Kenya;1997;28263827.0;Africa;54.407;1360.4850210000002;b;5.1
Kenya;2002;31386842.0;Africa;50.992;1287.514732;b;4.99
Kenya;2007;35610177.0;Africa;54.11;1463.249282;b;4.82
Lesotho;1952;748747.0;Africa;42.138000000000005;298.8462121;b;5.84
Lesotho;1957;813338.0;Africa;45.047;335.99711510000003;b;5.86
Lesotho;1962;893143.0;Africa;47.747;411.80062660000004;b;5.82
Lesotho;1967;996380.0;Africa;48.492;498.63902649999994;b;5.8
Lesotho;1972;1116779.0;Africa;49.766999999999996;496.58159220000005;b;5.8
Lesotho;1977;1251524.0;Africa;52.208;745.3695408;b;5.71
Lesotho;1982;1411807.0;Africa;55.078;797.2631074;b;5.49
Lesotho;1987;1599200.0;Africa;57.18;773.9932140999999;b;5.17
Lesotho;1992;1803195.0;Africa;59.685;977.4862724999999;b;4.76
Lesotho;1997;1982823.0;Africa;55.558;1186.147994;b;4.39
Lesotho;2002;2046772.0;Africa;44.593;1275.184575;b;3.86
Lesotho;2007;2012649.0;Africa;42.592;1569.331442;b;3.41
Liberia;1952;863308.0;Africa;38.48;575.5729961000001;b;6.26
Liberia;1957;975950.0;Africa;39.486;620.9699901;b;6.34
Liberia;1962;1112796.0;Africa;40.501999999999995;634.1951625;b;6.45
Liberia;1967;1279406.0;Africa;41.536;713.6036482999999;b;6.58
Liberia;1972;1482628.0;Africa;42.614;803.0054535;b;6.78
Liberia;1977;1703617.0;Africa;43.763999999999996;640.3224382999999;b;6.93
Liberia;1982;1956875.0;Africa;44.852;572.1995694;b;6.96
Liberia;1987;2269414.0;Africa;46.027;506.1138573;b;6.75
Liberia;1992;1912974.0;Africa;40.802;636.6229191000001;b;6.34
Liberia;1997;2200725.0;Africa;42.221000000000004;609.1739508;b;6.06
Liberia;2002;2814651.0;Africa;43.753;531.4823679;b;5.72
Liberia;2007;3193942.0;Africa;45.678000000000004;414.5073415;b;5.28
Libya;1952;1019729.0;Africa;42.723;2387.54806;b;7.25
Libya;1957;1201578.0;Africa;45.288999999999994;3448.284395;b;7.43
Libya;1962;1441863.0;Africa;47.808;6757.0308159999995;b;7.61
Libya;1967;1759224.0;Africa;50.227;18772.75169;b;7.78
Libya;1972;2183877.0;Africa;52.773;21011.497209999998;b;7.93
Libya;1977;2721783.0;Africa;57.442;21951.21176;b;7.98
Libya;1982;3344074.0;Africa;62.155;17364.275380000003;b;7.42
Libya;1987;3799845.0;Africa;66.234;11770.5898;b;5.91
Libya;1992;4364501.0;Africa;68.755;9640.138501000001;b;4.43
Libya;1997;4759670.0;Africa;71.555;9467.446056;b;3.38
Libya;2002;5368585.0;Africa;72.737;9534.677467;b;2.93
Libya;2007;6036914.0;Africa;73.952;12057.49928;b;2.69
Madagascar;1952;4762912.0;Africa;36.681;1443.011715;b;7.3
Madagascar;1957;5181679.0;Africa;38.865;1589.20275;b;7.3
Madagascar;1962;5703324.0;Africa;40.848;1643.38711;b;7.3
Madagascar;1967;6334556.0;Africa;42.881;1634.047282;b;7.31
Madagascar;1972;7082430.0;Africa;44.851000000000006;1748.562982;b;7.32
Madagascar;1977;8007166.0;Africa;46.881;1544.228586;b;7.01
Madagascar;1982;9171477.0;Africa;48.968999999999994;1302.878658;b;6.24
Madagascar;1987;10568642.0;Africa;49.35;1155.4419480000001;b;6.23
Madagascar;1992;12210395.0;Africa;52.214;1040.6761900000001;b;6.18
Madagascar;1997;14165114.0;Africa;54.978;986.2958956;b;5.84
Madagascar;2002;16473477.0;Africa;57.286;894.6370822;b;5.34
Madagascar;2007;19167654.0;Africa;59.443000000000005;1044.770126;b;4.87
Malawi;1952;2917802.0;Africa;36.256;369.1650802;b;6.78
Malawi;1957;3221238.0;Africa;37.207;416.36980639999996;b;6.83
Malawi;1962;3628608.0;Africa;38.41;427.90108560000004;b;6.98
Malawi;1967;4147252.0;Africa;39.486999999999995;495.5147806;b;7.18
Malawi;1972;4730997.0;Africa;41.766000000000005;584.6219709;b;7.39
Malawi;1977;5637246.0;Africa;43.766999999999996;663.2236766;b;7.58
Malawi;1982;6502825.0;Africa;45.641999999999996;632.8039209;b;7.61
Malawi;1987;7824747.0;Africa;47.457;635.5173633999999;b;7.4
Malawi;1992;10014249.0;Africa;49.42;563.2000145;b;6.72
Malawi;1997;10419991.0;Africa;47.495;692.2758102999999;b;6.41
Malawi;2002;11824495.0;Africa;45.00899999999999;665.4231186000001;b;6.12
Malawi;2007;13327079.0;Africa;48.303000000000004;759.3499101;b;5.84
Mali;1952;3838168.0;Africa;33.685;452.3369807;b;6.47
Mali;1957;4241884.0;Africa;35.306999999999995;490.3821867;b;6.63
Mali;1962;4690372.0;Africa;36.936;496.17434280000003;b;6.75
Mali;1967;5212416.0;Africa;38.486999999999995;545.0098873;b;6.86
Mali;1972;5828158.0;Africa;39.977;581.3688761;b;6.92
Mali;1977;6491649.0;Africa;41.714;686.3952693;b;7.0
Mali;1982;6998256.0;Africa;43.916000000000004;618.0140640999999;b;7.07
Mali;1987;7634008.0;Africa;46.364;684.1715576;b;7.09
Mali;1992;8416215.0;Africa;48.388000000000005;739.014375;b;7.02
Mali;1997;9384984.0;Africa;49.903;790.2579846;b;6.9
Mali;2002;10580176.0;Africa;51.818000000000005;951.4097517999999;b;6.81
Mali;2007;12031795.0;Africa;54.467;1042.581557;b;6.81
Mauritania;1952;1022556.0;Africa;40.543;743.1159097;b;6.3
Mauritania;1957;1076852.0;Africa;42.338;846.1202613;b;6.69
Mauritania;1962;1146757.0;Africa;44.248000000000005;1055.8960359999999;b;6.79
Mauritania;1967;1230542.0;Africa;46.288999999999994;1421.145193;b;6.8
Mauritania;1972;1332786.0;Africa;48.437;1586.851781;b;6.76
Mauritania;1977;1456688.0;Africa;50.852;1497.492223;b;6.59
Mauritania;1982;1622136.0;Africa;53.599;1481.150189;b;6.31
Mauritania;1987;1841240.0;Africa;56.145;1421.603576;b;6.1
Mauritania;1992;2119465.0;Africa;58.333;1361.369784;b;5.88
Mauritania;1997;2444741.0;Africa;60.43;1483.1361359999999;b;5.57
Mauritania;2002;2828858.0;Africa;62.247;1579.0195429999999;b;5.26
Mauritania;2007;3270065.0;Africa;64.164;1803.1514960000002;b;4.99
Mauritius;1952;516556.0;Africa;50.986000000000004;1967.955707;b;5.9
Mauritius;1957;609816.0;Africa;58.089;2034.037981;b;5.94
Mauritius;1962;701016.0;Africa;60.246;2529.0674870000003;b;6.12
Mauritius;1967;789309.0;Africa;61.556999999999995;2475.387562;b;4.85
Mauritius;1972;851334.0;Africa;62.943999999999996;2575.4841579999998;b;3.58
Mauritius;1977;913025.0;Africa;64.93;3710.9829630000004;b;3.07
Mauritius;1982;992040.0;Africa;66.711;3688.037739;b;2.41
Mauritius;1987;1042663.0;Africa;68.74;4783.586903;b;2.27
Mauritius;1992;1096202.0;Africa;69.745;6058.2538460000005;b;2.25
Mauritius;1997;1149818.0;Africa;70.736;7425.705295000001;b;2.07
Mauritius;2002;1200206.0;Africa;71.954;9021.815894;b;1.93
Mauritius;2007;1250882.0;Africa;72.801;10956.99112;b;1.63
Morocco;1952;9939217.0;Africa;42.873000000000005;1688.20357;b;6.58
Morocco;1957;11406350.0;Africa;45.423;1642.002314;b;6.89
Morocco;1962;13056604.0;Africa;47.924;1566.353493;b;7.13
Morocco;1967;14770296.0;Africa;50.335;1711.04477;b;6.95
Morocco;1972;16660670.0;Africa;52.861999999999995;1930.194975;b;6.49
Morocco;1977;18396941.0;Africa;55.73;2370.619976;b;5.97
Morocco;1982;20198730.0;Africa;59.65;2702.620356;b;5.44
Morocco;1987;22987397.0;Africa;62.677;2755.046991;b;4.57
Morocco;1992;25798239.0;Africa;65.393;2948.047252;b;3.76
Morocco;1997;28529501.0;Africa;67.66;2982.101858;b;3.03
Morocco;2002;31167783.0;Africa;69.615;3258.495584;b;2.54
Morocco;2007;33757175.0;Africa;71.164;3820.17523;b;2.4
Mozambique;1952;6446316.0;Africa;31.285999999999998;468.5260381;b;6.6
Mozambique;1957;7038035.0;Africa;33.779;495.5868333000001;b;6.6
